file,source_dataset,original_label,target_class,sha256,split,processed_file
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_95ba227eacf03db6214d_jpg.rf.dbae907792170123d4524bbf023f5adf.jpg,kaggle_oily_dry_normal,normal,normal,be401396b160c1057d22b83ca5324f3f297d3fa3d9238008d8a850d652c96a62,train,data/processed/train/normal/be401396b160c105_00011.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_037d2ca54ba52d645ffd_jpg.rf.bd4d72437cc73a8eec6dabf45aa07ba1.jpg,kaggle_oily_dry_normal,normal,normal,f42fad1fce7584491c029045ae96c3cc9ba0d2967182226407b304b811929bb6,train,data/processed/train/normal/f42fad1fce758449_00012.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_94909a2a072fef7cb269_jpg.rf.6ab77885cd7975423465bcaa33083b45.jpg,kaggle_oily_dry_normal,normal,normal,f9b93b42a9ba9512db0b78295d49430b0f2b780d32258280a84d6c0dc45f13df,train,data/processed/train/normal/f9b93b42a9ba9512_00013.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_b16acca7010adc865e8c_jpg.rf.fbe6aea60a627cb0919f1f3f5b7b91e5.jpg,kaggle_oily_dry_normal,normal,normal,de13fcbd375332a4455e6e0c82def0cac18cfca325e5dbbe9b6cdc0901c631d9,train,data/processed/train/normal/de13fcbd375332a4_00014.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_99c92165ac2a5954dd3c_jpg.rf.3f7c383041c74284f851416a3c692712.jpg,kaggle_oily_dry_normal,normal,normal,a833683bd12d4771ce734718f68f95e28e02196432310d370fc409784a4dd6aa,train,data/processed/train/normal/a833683bd12d4771_00015.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_5600a3424c920ac68708_jpg.rf.9e8ae981b49fcc7d5d6341bc73f1befb.jpg,kaggle_oily_dry_normal,normal,normal,5bf151628ff734952de670f970fec7114350155df223a2d6e628cb9389d2ca84,train,data/processed/train/normal/5bf151628ff73495_00016.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_18163c7cef788a9e3082_jpg.rf.3d7bdfcdfe37bc245dda43977c118a33.jpg,kaggle_oily_dry_normal,normal,normal,9ad2c0fbd17cc61910cb5a8a05ee91465877d8ad292330cacdaace1791e88776,train,data/processed/train/normal/9ad2c0fbd17cc619_00017.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_bb4f2d5f603fc1249929_jpg.rf.e9ffffe80142d544d20d0732f6989b22.jpg,kaggle_oily_dry_normal,normal,normal,b7c968f15c42b86edfd5553e81f507a3a0e6cd2216a6db397b2bb132182d7d3a,train,data/processed/train/normal/b7c968f15c42b86e_00018.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_1f10f0c44b63fd869df6_jpg.rf.8f127547845728058ff3b6b8232b9279.jpg,kaggle_oily_dry_normal,normal,normal,271372b58073c6056b5380671c94c4342aad2247f0c95000f1d7294c6c17c3ea,train,data/processed/train/normal/271372b58073c605_00019.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_9a861cf4d4aefd172e30_jpg.rf.aa5928ea61849e3fa7c6424a3be061a7.jpg,kaggle_oily_dry_normal,normal,normal,34b53075e89f1443e055200446e21e45b3f383f5be5ecd43155703d607c476bc,train,data/processed/train/normal/34b53075e89f1443_00020.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/normal/normal_385fa27e0c389c2a6ceb_jpg.rf.ae9196bf9990df4c2438b269839c70fc.jpg,kaggle_oily_dry_normal,normal,normal,6105ea0a9b71ceda6001815bd528d989595ca6f954a27f870c4e464656db02cd,train,data/processed/train/normal/6105ea0a9b71ceda_00021.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_9a50e19d324bbf21fb75_jpg.rf.fae17c3e9a74169dffac3092ecd14ec7.jpg,kaggle_oily_dry_normal,normal,normal,4c3a350cea21ae17499b33594b16136722a5c04a252c2c6b894f03ef66ca9895,train,data/processed/train/normal/4c3a350cea21ae17_00022.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_432be29967226f94d4f3_jpg.rf.fbc067726702e2b1f4827318114f25ab.jpg,kaggle_oily_dry_normal,normal,normal,4b83ed876bb69cf5762b82c9634c910b2bf079b327c0bed5bfe78367c8223ead,train,data/processed/train/normal/4b83ed876bb69cf5_00023.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_53517885bf05b02bebf1_jpg.rf.af0a2c7ea0cbc905037def6c70fe5a1f.jpg,kaggle_oily_dry_normal,normal,normal,d7ea0feabf6c03e71ecda752501326c36a3caf71e540995f270acb4a780703a6,train,data/processed/train/normal/d7ea0feabf6c03e7_00024.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_f6e4461d9ab63dd8c1e6_jpg.rf.16874b40862aab3209b018aee284a7fb.jpg,kaggle_oily_dry_normal,normal,normal,33e42d5ce4599b8a2c6595d9415f3e83e7acf199352438b0e9c5696fe1ba9902,train,data/processed/train/normal/33e42d5ce4599b8a_00025.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_8d9da0a0dfff39f02580_jpg.rf.939e4959b360e7dd951bedbdbfa356d7.jpg,kaggle_oily_dry_normal,normal,normal,886d48903f62652ad56f00ba3dab0bd50c10692522bffc638fab9f76c89bb332,train,data/processed/train/normal/886d48903f62652a_00026.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_cac712e6d4ca47ad2efb_jpg.rf.fc8b7707c0d85cab17a51c93b6e9a159.jpg,kaggle_oily_dry_normal,normal,normal,07a9a24ca5dd871594264fe281cf56863866411eb753cbbc3a1ddfff22d0e1de,train,data/processed/train/normal/07a9a24ca5dd8715_00027.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_f0f5131b7f8b76432662_jpg.rf.3e1b49967278f56dd964b1b6b1c511ca.jpg,kaggle_oily_dry_normal,normal,normal,4ec21d7a7863f5e0059fae94943c8977d4f15c5adaedbc03595b55a6836d8f1d,train,data/processed/train/normal/4ec21d7a7863f5e0_00028.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_037d2ca54ba52d645ffd_jpg.rf.c02782692367e2de0c4af3bdc25a26ff.jpg,kaggle_oily_dry_normal,normal,normal,2beecd524694e668b5227bbad918114e2d9a824acf2a4ab3c9838c4efd2a3d77,train,data/processed/train/normal/2beecd524694e668_00029.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_ae885e6881817fd1412a_jpg.rf.8ef6d674b1d4e43ebf47de4b0c99bde8.jpg,kaggle_oily_dry_normal,normal,normal,11423f82c29f0f8cb0df21af5982db1ef9a454b05f2d497bac005a27d275bde7,train,data/processed/train/normal/11423f82c29f0f8c_00030.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_e68892691826c6f76b5d_jpg.rf.9d3326bc2613247625bc219f88946e5e.jpg,kaggle_oily_dry_normal,normal,normal,eb5526ead6589124003fe534108f5bf4694e7d461a672c3e01d8b95e42f503f2,train,data/processed/train/normal/eb5526ead6589124_00031.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_e8f096e580aedb371d25_jpg.rf.8d41c42511530f391a2e7716b8a8cad0.jpg,kaggle_oily_dry_normal,normal,normal,4089dba7bcf70224b21d7fd5d8bdc28f76f023a92f6d3b0a1d060732b4a1a63e,train,data/processed/train/normal/4089dba7bcf70224_00032.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_8dcc377bf91c101d929e_jpg.rf.63a90d79ee06a1527604bdd063265534.jpg,kaggle_oily_dry_normal,normal,normal,7e1747c730ce6d6fab39470ebfd641ad47c1905ce345a21594d91d17005ea398,train,data/processed/train/normal/7e1747c730ce6d6f_00033.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_0b71ab4726e465b07b5f_jpg.rf.3eb109da86b96a55a7b6bd52d5727b96.jpg,kaggle_oily_dry_normal,normal,normal,d922356e97194203c30889452af75bc56f5b03e99d5a7bf8cae886cca4622e7f,train,data/processed/train/normal/d922356e97194203_00034.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_eb483a5cf2fbfff35146_jpg.rf.3640922641c7dd1c0bd14e24a671185a.jpg,kaggle_oily_dry_normal,normal,normal,94ce75770332a97f2d8ed517137d1401e97aff086e5843635e3e6f8e9ceb0f28,train,data/processed/train/normal/94ce75770332a97f_00035.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_67fa8dcad0ec5b75ab13_jpg.rf.76ed563e8bea26554410b476adb1e777.jpg,kaggle_oily_dry_normal,normal,normal,a7a7e2b410fd62e973784cf1ffd8cbb01469aebb8e778835e6c6a0352256a18a,train,data/processed/train/normal/a7a7e2b410fd62e9_00036.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_6b4bad064e81a24528dc_jpg.rf.cfad55405dab045f06ebc2952b27db31.jpg,kaggle_oily_dry_normal,normal,normal,98c725167456c29087818c093ed3d7aa6c1a07d93934fdd7279f1b649d49ce2c,train,data/processed/train/normal/98c725167456c290_00037.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_31749351fd7ddf1f1971_jpg.rf.195b210b01f0ce93547154917189d97b.jpg,kaggle_oily_dry_normal,normal,normal,1c1b8dbd2941e73b783417bde3a6b690a8d000dbbb0b1f7c8a4bdea745d33803,train,data/processed/train/normal/1c1b8dbd2941e73b_00038.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_ad077d0c50e3159b7d4b_jpg.rf.5afa8f19662b3ef3c988e1105c3cc66e.jpg,kaggle_oily_dry_normal,normal,normal,5c359520fd4606e39359fbd1713a0fe737fda0d20707e3071a131cdf0710d5b8,train,data/processed/train/normal/5c359520fd4606e3_00039.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_d0b72d5b1d8ce7f66e9a_jpg.rf.207e8ee629cd971496a50d83f2ce7af9.jpg,kaggle_oily_dry_normal,normal,normal,24bf7a11027bab2e7936139cbe040a9176bde2cf33f0b1880b3c416ea9c7df96,train,data/processed/train/normal/24bf7a11027bab2e_00040.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_8d9e660d1006814cb698_jpg.rf.7577c4555d9c41d898dd53a96ede1d17.jpg,kaggle_oily_dry_normal,normal,normal,d8faa5dc9552a2e9ef43953483e8a3b7dae71d688d236774f94c7414d848e950,train,data/processed/train/normal/d8faa5dc9552a2e9_00041.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/valid/normal/normal_b80d959d981f9b5004b5_jpg.rf.2676af875fdcac7be93e52c076eb1202.jpg,kaggle_oily_dry_normal,normal,normal,1e676212f8c69605ee4af6570c66b3456d9b82ca8cf81fdba18f0541d6cc786a,train,data/processed/train/normal/1e676212f8c69605_00042.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_e0e23f4f3177a3093698_jpg.rf.6e295c3fa7c9e058b071541cf74c2c47.jpg,kaggle_oily_dry_normal,normal,normal,77584e24947e462fd22a8e173adf25d98f30da7971ce12bcf0c15bb17413fe8c,train,data/processed/train/normal/77584e24947e462f_00043.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_4f046cc1f7892a91ecc2_jpg.rf.a1f073920dabf0387f95fbaf515013d0.jpg,kaggle_oily_dry_normal,normal,normal,2ea7d95f9a5308b6553524ad948cfe71fb35492134e23604af6b79d70dc4723e,train,data/processed/train/normal/2ea7d95f9a5308b6_00044.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_d619d19c11a58eb0a42c_jpg.rf.1b266bc8205944165eb2bfb68638a732.jpg,kaggle_oily_dry_normal,normal,normal,21bbc8679ac3010ca3f054e3ac36f0ce7ae0e2bec620563ab2d6b6d4b05b6e3d,train,data/processed/train/normal/21bbc8679ac3010c_00045.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_8e5e9ac3c56cdd16d6c7_jpg.rf.4e73f17c905ae4224ea3c7952977b9b8.jpg,kaggle_oily_dry_normal,normal,normal,943ac654e37d9654875f4dd4729be389bf53684ade791345ab5bb7cca2d96010,train,data/processed/train/normal/943ac654e37d9654_00046.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/valid/normal/normal_b633811016e2562ad204_jpg.rf.5d573b281e74147a6f16ce268b668127.jpg,kaggle_oily_dry_normal,normal,normal,2c623439d160d7622efca2c1efdfd6c4a366b443ade6399f9071a67ae2463814,train,data/processed/train/normal/2c623439d160d762_00047.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_5fbe385e0a3f5e14abb4_jpg.rf.cfada64fe621569082d69a62cb53c850.jpg,kaggle_oily_dry_normal,normal,normal,7620670fe242dbd7e39c9761250b6124d6807d51b8af1e4e3249c0ec8d9b6939,train,data/processed/train/normal/7620670fe242dbd7_00048.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_b16acca7010adc865e8c_jpg.rf.90e83fdf43705c922c58b7dc01cffb45.jpg,kaggle_oily_dry_normal,normal,normal,912323b985706b8ad8adc7dab42387d4ae5dd5d88a112d85adb31ded0551b5da,train,data/processed/train/normal/912323b985706b8a_00049.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_eb077881061391b11236_jpg.rf.fd5bc9b879e2d570e74a682d14e56dad.jpg,kaggle_oily_dry_normal,normal,normal,f965c132e1e79199eb364c787cba733f77c33042e7eedee875ed3d0e41fe42c6,train,data/processed/train/normal/f965c132e1e79199_00050.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_85bc6e5799eaf14272e2_jpg.rf.abc33f8213d7e09e3bf6d877c8b2b590.jpg,kaggle_oily_dry_normal,normal,normal,80bae4a4c04037f69b6c95c6acfc12fcad452c2520619209b7f464e1c2948274,train,data/processed/train/normal/80bae4a4c04037f6_00051.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_7e35273f1d468d980810_jpg.rf.6814aada97b12148303c7e7e90fea950.jpg,kaggle_oily_dry_normal,normal,normal,4f3ac3206e3bbdb9ef796d67977bad17435a5b4c7f178909376b758b7595be43,train,data/processed/train/normal/4f3ac3206e3bbdb9_00052.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_345dd34485c5ef28aeb8_jpg.rf.997acf467a1bb9cc8ebd042b5602cf9a.jpg,kaggle_oily_dry_normal,normal,normal,b39b631467eed2d8f1e0cc3eed3a7fc73e7084a3e50e466a6970db4c1a67284d,train,data/processed/train/normal/b39b631467eed2d8_00053.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/valid/normal/normal_f40ab19effc04c5dd602_jpg.rf.a5185c705c2973a4357c5af3d2a21474.jpg,kaggle_oily_dry_normal,normal,normal,67904e5c00bd712ed53613538f7e7d40cb0264647529268d3ba715624b68f8fe,train,data/processed/train/normal/67904e5c00bd712e_00054.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_25f7a564568365ad842b_jpg.rf.385c8b17f6a248cfd93758d7adadb333.jpg,kaggle_oily_dry_normal,normal,normal,02089a751f4a343ec4cb03d5064955f4ef6f1953a54910ffeaf55f8f3d25f549,train,data/processed/train/normal/02089a751f4a343e_00055.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_bf13648450f11b89968f_jpg.rf.a92a487d7937589506d8f59f08bac718.jpg,kaggle_oily_dry_normal,normal,normal,5d4afb04178e6a4b9e842068ff341466075e2031f46899acdda816d2676277a0,train,data/processed/train/normal/5d4afb04178e6a4b_00056.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_0de28b9f392bc532bb6e_jpg.rf.46aba490b82204effbecb94377b15702.jpg,kaggle_oily_dry_normal,normal,normal,c65916f74137301e8fcfb7dc222a2106097653adf72658eff384a2a91f9bd759,train,data/processed/train/normal/c65916f74137301e_00057.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_e594224a7fdd04645d20_jpg.rf.34fc5b08eaee699ec4f887606efd1e5f.jpg,kaggle_oily_dry_normal,normal,normal,09b485b49a64fb8df7275da736454ff2a6ac0af25a92e1ebd05437fc8e4e582d,train,data/processed/train/normal/09b485b49a64fb8d_00058.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_a14336a197644b270b59_jpg.rf.ad33b7125fc69a1e602f011a52356db9.jpg,kaggle_oily_dry_normal,normal,normal,7f47cb9943d2fe123e6b0de01b6b7a6d350dff37b7bb75503b11717ce98bb119,train,data/processed/train/normal/7f47cb9943d2fe12_00059.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_882f4f2fc87b22d79d30_jpg.rf.d6f8ae4f635984c77410ea106a96cd48.jpg,kaggle_oily_dry_normal,normal,normal,7e31a23257b12d1ad1332122a96dbf88f73c10ec8e03c6ef78597cd80237f53f,train,data/processed/train/normal/7e31a23257b12d1a_00060.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_67b2651c435aad478c22_jpg.rf.c034caf2586a9ddecae8ebada0f92604.jpg,kaggle_oily_dry_normal,normal,normal,825e53db916316d410c67663bf0be28dfe7a07eb219ee95e2e5d817c9d81f197,train,data/processed/train/normal/825e53db916316d4_00061.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_d66e8d27da4c5ee7a6b6_jpg.rf.780ed98094008c03c4c56f18e7539aeb.jpg,kaggle_oily_dry_normal,normal,normal,c152aa442b4ad6b031b6e5fc76236b3dbee60e0a58478ddb11dd0969d3117ce3,train,data/processed/train/normal/c152aa442b4ad6b0_00062.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_606d1ea4beefb145971f_jpg.rf.5b38edc23f14e118d7dd6f35660adeba.jpg,kaggle_oily_dry_normal,normal,normal,34a57e708e076fe5eadc81e64f68f28314a03ec815396786d8d22196338cc96a,train,data/processed/train/normal/34a57e708e076fe5_00063.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_892c83b2d20dba8ae334_jpg.rf.c86938221b6492328c9c99b3bde25167.jpg,kaggle_oily_dry_normal,normal,normal,69bbacc5381b1fb54cc7e5455189b5ef31554acb37c874302bd52e9985643cca,train,data/processed/train/normal/69bbacc5381b1fb5_00064.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_068bafa06f1f14ea4bde_jpg.rf.bc336d1cbe0881bf93af743e6a0c7851.jpg,kaggle_oily_dry_normal,normal,normal,9620faf8b9e3cb915ea48bcf8bb401360c55f5fc9992435c00ba979feef4d312,train,data/processed/train/normal/9620faf8b9e3cb91_00065.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_84ded48d7b3ac1310401_jpg.rf.692171fb1630e8157f7fb086aa803bc3.jpg,kaggle_oily_dry_normal,normal,normal,1b3ea6f23840c9b98a40ad69ea5fb192217e3e8ed994b2245ca22c86996c52f0,train,data/processed/train/normal/1b3ea6f23840c9b9_00066.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/normal/normal_f93b244c9068da673b17_jpg.rf.6eb5b2ed9f6761e4a873e0eb4ce72912.jpg,kaggle_oily_dry_normal,normal,normal,8fa63478301548dfdc8944b9d1dfc90c16c60ccbb1797569252efa86a9711561,train,data/processed/train/normal/8fa63478301548df_00067.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/normal/normal_39a5a0a01f958ee678f7_jpg.rf.4c312ae8b53bdeb47205fbcb561199c0.jpg,kaggle_oily_dry_normal,normal,normal,378272fe8412ac1797dd30582265237e0b4ed8ce89a5beb1f30db99c5b55d384,train,data/processed/train/normal/378272fe8412ac17_00068.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_42b232e4bef77f8a57d2_jpg.rf.133fea045df5d96a2403a30b18c9864d.jpg,kaggle_oily_dry_normal,normal,normal,dd0b8c2e768082632e41c87ec7f42ad78ef1f76302942a90171b69f209ad0e8a,train,data/processed/train/normal/dd0b8c2e76808263_00069.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_ad55f57598e6fdda2ad5_jpg.rf.4013ef95109aff77dc392860e929def7.jpg,kaggle_oily_dry_normal,normal,normal,a6762bc8b5cf36be7dc446067de901228dc60b45f76bbbf7848a5b6d8c325070,train,data/processed/train/normal/a6762bc8b5cf36be_00070.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_cac712e6d4ca47ad2efb_jpg.rf.b91590d9f2defad42048e0def3722b8c.jpg,kaggle_oily_dry_normal,normal,normal,26694cf16d93754287d30a6a6ae5581b64edef1041582993a502993a61ed3020,train,data/processed/train/normal/26694cf16d937542_00071.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/normal/normal_13b6a628a6c75816b6e8_jpg.rf.ab95b1a08a93086683cf68df5992f295.jpg,kaggle_oily_dry_normal,normal,normal,90c69e703986c421e464e2b20511b95437f03868c5192d295bccb1d9afe6dbc5,train,data/processed/train/normal/90c69e703986c421_00072.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_83a49f0ec50925b64e1a_jpg.rf.aa96695069891b706ba9fbb4b2cb8a9a.jpg,kaggle_oily_dry_normal,normal,normal,8a7a1937b29010ae344abc0fe48c3d5d18dbc61b3d025897cbc57edb9fe2cf0d,train,data/processed/train/normal/8a7a1937b29010ae_00073.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_e037471ab033b32e9b5b_jpg.rf.9341058450f377a31a63ecbb8b4ed671.jpg,kaggle_oily_dry_normal,normal,normal,036ea1fa3af97e802564a5fae64324b08f52e0ed5e030a945c11a0381dc2e3a2,train,data/processed/train/normal/036ea1fa3af97e80_00074.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_28020fc04b58d40fc25d_jpg.rf.46dbe1d31ab23d3cf22a5c70378a2c70.jpg,kaggle_oily_dry_normal,normal,normal,722601ca4957d75dbe342d9fff3d54513c284aa5867b9d5ac87f0abb23372454,train,data/processed/train/normal/722601ca4957d75d_00075.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_36a4bfd6cec42fa48752_jpg.rf.b92d765275432d4fe8a969b57364fbab.jpg,kaggle_oily_dry_normal,normal,normal,4eeb6fea2e3c68b0b38d03c81937d1e233a82eefac0eeeae61ce4c8a359a8b50,train,data/processed/train/normal/4eeb6fea2e3c68b0_00076.jpg
kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/normal/normal_dd408aad7c6a05c2a70f_jpg.rf.35f9a7948831077058aa814637df5189.jpg,kaggle_oily_dry_normal,normal,normal,0de68c5041fadb405776cc468a6d9e3cff607df06ad77a05408edb01eebff988,train,data/processed/train/normal/0de68c5041fadb40_00077.jpg
