file,source_dataset,original_label,target_class,sha256,reason
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_c06f8208ea26055c0a68_jpg.rf.25eeb78528f70016c046560c8ceaa343.jpg,kaggle_oily_dry_normal,dry,,6895706efd96259d62d04f2fa10c6a5f8016af2271f6590516692c173af12195,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_c1ed630dc88ca0057be6_jpg.rf.f5b7fd3209e8bbb6405aa94e4f46b3d6.jpg,kaggle_oily_dry_normal,dry,,183dbe5f4744a6605ddf49f41162bd3a079b3c56828ca32725d3928d41cc6af1,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_c9173f4ccc3d012f1a14_jpg.rf.1f8daa587d2973ac4af6e1fd092d7b68.jpg,kaggle_oily_dry_normal,dry,,ce1fd8ab1724e1b1e6750e01551a8e08db0185f1846ba0c5b50e7fb0f44328b2,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_da04bc0d1bb71875dec4_jpg.rf.56e44232f5315824865359c81af5cb48.jpg,kaggle_oily_dry_normal,dry,,e1dd7e4836ac7c55c553771ece539fc14a3f9cd8b5a582e86d8eaf300c6e80ff,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_de93c267992165918dfc_jpg.rf.f5c3559389d768133b962d77d640b894.jpg,kaggle_oily_dry_normal,dry,,ef22a1037c0e1a41e3ec412f8cd1817d5748a8f4cd569434809148b58886adb8,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_df365550379101278281_jpg.rf.c4a7ef6a5547d7147597918b4d5ba0a1.jpg,kaggle_oily_dry_normal,dry,,22227996f68b7efe569a6a0466847fbc20e5f7fdb3d52b8eacc8324e5a6ddb7a,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_e4710be183f88b4853f4_jpg.rf.495c668e6eab59ee1949e6c92845cdf7.jpg,kaggle_oily_dry_normal,dry,,3757fef8fcaaf91e7dedc996596a94ae078f5dd70cf135be724db599d4b5e75b,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_e61ee7ec4041ec6dd9fc_jpg.rf.3a363968c7a3e439d61978cc054a66e6.jpg,kaggle_oily_dry_normal,dry,,72964a7607a895dec259adcc163b4124895c22f359a46d2ac3f5b61a3c775ec7,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_f23ccf754f4d43c04dc7_jpg.rf.f31ba8270703602a54b10878b7dcb3cf.jpg,kaggle_oily_dry_normal,dry,,0b49950f233b1db825fe2e3c7895e65c8a3a251d64b4e567f2c56dc0c52c4ee2,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_f4c75ef538f8f6738965_jpg.rf.97034b4ecac474a5dc21595eec50e10f.jpg,kaggle_oily_dry_normal,dry,,1238bdb9414ee29a7c571fd1e579bce1b02b7f46232f4671ab8dcafef6e95a97,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/dry/dry_fb0e802b9c4eeb0d5218_jpg.rf.4c68ff6581084a30175caedcdea6803f.jpg,kaggle_oily_dry_normal,dry,,b24cd794be4787276fdd68da0114c931f2f8208f96fb84b57a8ab59b11912f69,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_05138e4fe4f2a43e40c7_jpg.rf.6622355e822a255810cc22f6b7ea1cdb.jpg,kaggle_oily_dry_normal,oily,,353f8e082c7d9dac7ca9a286d274eec60879984422198498e8eae2ad4529d5ff,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_0b5ae8f778cf509578c7_jpg.rf.8db7e81d812839b59fb17cc0ec1bb8f1.jpg,kaggle_oily_dry_normal,oily,,0cb74d7929e7514a17c6f62a47f51ca5db5abc9d3c727b6e18d2e1cfbeacd6d2,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_11a9c59d19255e95b2a0_jpg.rf.6b3212fbab99259aeab56ac34ddbfad6.jpg,kaggle_oily_dry_normal,oily,,e6ff7d1133817cc2431ed0c15127dfbd25afa7fd26017f3c005b4928f5d72b93,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_11bb71885b11b546192c_jpg.rf.a5efa113b92358a074a61d062d5a3282.jpg,kaggle_oily_dry_normal,oily,,d6369bbfa6003ca0dc32b1856f92d8573263d4249daccc9ba617408e6e1dcc03,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_22cc7648f72951920dec_jpg.rf.bd8053debc66c01e26e3fb28e432473f.jpg,kaggle_oily_dry_normal,oily,,33cee5ca4135af9cf36ed14f5b5e47453667de1afcf0ca61f8a205adeb47541a,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_253f2b7b66b1b21a2541_jpg.rf.76736ba77e685b0edebfe5c72f9b626c.jpg,kaggle_oily_dry_normal,oily,,06ce443a355c9b378ce5cf2d22dac90cb55606aec2f4572c1e1a39eccacbf590,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_25ea12d9abf91f7ba4eb_jpg.rf.fe4718bdb2965365e17f7d43578a55b1.jpg,kaggle_oily_dry_normal,oily,,89cd524cd0eac9a88a0577640b09dfafa1b4a4aae466ec4bd3b5f79da3beb845,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_29b41984e97295d0516b_jpg.rf.1922c9debc6c5ccc090918d7dba6273c.jpg,kaggle_oily_dry_normal,oily,,6ec2f48d9792ef15e8787018f0c8e476454514004c6147395a3cd1082a623560,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_36afa928ec0adb70016d_jpg.rf.c3f958e29480cf88cf958a17062ab2c4.jpg,kaggle_oily_dry_normal,oily,,9afc9a7d6085f1bcee26ee5454532f2034a529cf6ae67b853d0498f1483c7afb,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_4af3b94218e915b93484_jpg.rf.9b073543c48c465a2b2dfb2e97ec1f5c.jpg,kaggle_oily_dry_normal,oily,,b96f6014fcb6bb92cb14cdf4cd2c92b056263522bd96593aaf920bab4e223732,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_4cc893446862a4f46312_jpg.rf.d628beecc2716b2a5498cd0f11662137.jpg,kaggle_oily_dry_normal,oily,,fed70e04f54a642f4c6dd10626219fd16eac4955d4f59f2ac7f9fdc22f9a4809,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_5110ad20481710f63d3b_jpg.rf.772af74dcb55fa4ef166e50a6c949f76.jpg,kaggle_oily_dry_normal,oily,,f6fadd0b543cb120528d57915ce0f9f44dc397a86bc1540f7ce5070051849387,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_586bb2015813adbfa5c5_jpg.rf.3302c48b6a7b30aa83b21cb71a8d90cf.jpg,kaggle_oily_dry_normal,oily,,e75a50335e5ff4cca0fc9de200d25d89539c38330a8b7544f15654828fbbb514,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_5a4fbbfd2d1a9633809a_jpg.rf.6b6da78e6c8c33248ebcd0c0a3043aa7.jpg,kaggle_oily_dry_normal,oily,,e06d9e99632b3edb2d6e497807d4f49faf6b05d18b70f212f9d9d274187514b2,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_5eab351c21cc396fd94e_jpg.rf.241c93f389de3ae46ca452e1c2b00104.jpg,kaggle_oily_dry_normal,oily,,8e366a4a77b76d7d3b1f64e8c259a705e5c099438537e4e98c4a48a918fd0eaf,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_626c7eb46e902d5fef8f_jpg.rf.84781cc98d7341088221e3546e493b0e.jpg,kaggle_oily_dry_normal,oily,,021cfe72478accc16879fe712e27d3c1dde1d8aae597b5ab5f627064757d8fe3,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_6d9b301749cedc37dc7d_jpg.rf.0f0b66345894cec5d762c9744922ee99.jpg,kaggle_oily_dry_normal,oily,,3279cdf1ae10b75e1ceef2db68b0e5a07e9c2e2e35fe7238be1767dc4a25d05f,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_770d20d1c13540969a49_jpg.rf.f4bbfd64ab4e8a099d236190294f8f01.jpg,kaggle_oily_dry_normal,oily,,ac967e87e046a7baa7360710d230c3e07d94aac4d0cfe9cbfd55ca35b8cd5e6a,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_79c3e148e8dc17cebe8a_jpg.rf.d45f661f82903b1d77d8bcc01caed36b.jpg,kaggle_oily_dry_normal,oily,,33b7a9f37441e46a7b74683d68abc8cda7924dbe4113a42132a9a7c43a6a5554,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_7a015bb9940f21f8d70f_jpg.rf.3dbf212d13bc54a92ce2d2525635a585.jpg,kaggle_oily_dry_normal,oily,,4972aeca0b88d0655d2803cb0edbed27fc32d87671916a471247194294bf6b75,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_7c3ba5d1845f3e3a7b14_jpg.rf.ad5bb7f333083e3ea8831402ae15f795.jpg,kaggle_oily_dry_normal,oily,,b72f183ba7bb7e8813ebab60a1e349adc6545b6fa70005798197f19fc5c1c0b3,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_7ed9aacbcb0c5d7d65a3_jpg.rf.9ad338cbb0adf8b4ad82ecb50b66f21c.jpg,kaggle_oily_dry_normal,oily,,b463aa9d9eb14ff8896318e6ba01355e6ceead5dd9056d93cf1c4ee4502d5ad2,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_95d97ffda2695a66531b_jpg.rf.020640c9d95feefcdef2201abc613085.jpg,kaggle_oily_dry_normal,oily,,515ac900c695c43db5c6e614752c24f1c84b8835deb66aab875669934d3ea42d,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_9b5ffeab96141c452190_jpg.rf.592896687eb2ffb46a3aef7a7ee95e04.jpg,kaggle_oily_dry_normal,oily,,c53683584ad0ccbb04752bf649c387de02d93893d3386a1dc03092cdbc908068,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_9e43be630a6a55686e1d_jpg.rf.a60028333d037737c22d85cd7966421d.jpg,kaggle_oily_dry_normal,oily,,7cdb8c562dde98be69a40d33b41b2b4c5da7484b8afdd7cd8d24f7482f939491,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_a39635ffc2edb8c5c238_jpg.rf.a55672daf49dff526bf420dc73bcc1ce.jpg,kaggle_oily_dry_normal,oily,,a6b83416b52ac727769768969bdb4c186c916133d190386b2b77862451dc7813,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_a98571034e7e20ffe945_jpg.rf.eedda0bbae75864302145f49d4deaadc.jpg,kaggle_oily_dry_normal,oily,,6bdce715f8387bd1a3d63b047e1e9a1863a36b5b7565c3bf50928c0da88e4422,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_ab990c91f997edf6bb27_jpg.rf.0878e0e7fed2003201d1ab5a08ee2ca1.jpg,kaggle_oily_dry_normal,oily,,8dcf2c1b329de1b2db981646e990b096627c800aceb2b561bffb20b331d8632e,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_ac4eb626b7f5ec7a7a45_jpg.rf.9fe6265849a37dce9724e8f9f3e058c0.jpg,kaggle_oily_dry_normal,oily,,2f787ccb4f1eed84e65f8272f6a6df2c740148950c46092eade6d0a7c646310d,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_b967ff282b24c7323284_jpg.rf.a904182421be63a8b563862ed5e86d07.jpg,kaggle_oily_dry_normal,oily,,a926f0f9958276ef51f3ee776c38dc0b0847f4f57ad027b55daf844881dce792,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_ba1d4c45e8dd3d76c15d_jpg.rf.5203bf0762119ee6ed560abecffc1727.jpg,kaggle_oily_dry_normal,oily,,dc11b082b425d3009edfc3b88f1339322d0cc52d2fe6bea2a38e0728e46251ea,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_d24e11a52487ee67ef0a_jpg.rf.f5d3ae4ba92df573ee4dad906ed3169a.jpg,kaggle_oily_dry_normal,oily,,6d4666c327ca038b0a2b012a48496dca729d6fff223b9cdca81f83e9d95797b5,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_d4be22b1756d011e4026_jpg.rf.6fc3c6ba1d3ead2767268e96b3e84e4c.jpg,kaggle_oily_dry_normal,oily,,bb69aa26d5ea9d9ce109ca9177f81d671f4e3e7184128c47950ee2a9c04a981a,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_d5c218c7a00420c71c84_jpg.rf.dfbcf180d8b3e998fe67ee9f9a74279d.jpg,kaggle_oily_dry_normal,oily,,7ae5596ca41f65bc88345af3d474c77b4daa5ae6e765cc377da2a61de9eb21f6,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_e12632a2a052c20bc52a_jpg.rf.20c905237359f0434a59735d069a4375.jpg,kaggle_oily_dry_normal,oily,,74f383c390f5089c9c3a67be581293c8cd0b29ad459db52194f609c361e545d6,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_e31f888df4e970bdc1bd_jpg.rf.92ab2928476c9581035608db9fe1f942.jpg,kaggle_oily_dry_normal,oily,,f2e69e5f46ff7046936f7a3d77475b1b17b393805e55bd3fba823323b3c6d5df,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_e50d7b6a71e2db3ee8fa_jpg.rf.27c93b5abe4fc542461abf0d5dfdd60a.jpg,kaggle_oily_dry_normal,oily,,1189df0e44c1d893e301869942fece46b4d458e379171c2ed791f85d3bac522a,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_f1ffddae67d26d2f1027_jpg.rf.f6278c07d045d17e25e1644beff0bceb.jpg,kaggle_oily_dry_normal,oily,,2140c5d7a455b64bde42c33ce463779e15d0a9e28c87b239f6600271b29a3efb,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_f5dc970540b4ab389ecc_jpg.rf.1ae18839c1eaba1a77f7eb6a7af796bd.jpg,kaggle_oily_dry_normal,oily,,84ffc4835d579d2f1b8183ab2412d73d7b124c535fcadd2d1a83aa2ae4a20d6c,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/test/oily/oily_f6d606337a32ae70b746_jpg.rf.e574e7771d850237326bfa7dd9accda8.jpg,kaggle_oily_dry_normal,oily,,71201658374373e62752c047db1b09df32bb1e477c8224403c72e66a04febfc4,unmapped/extra folder label: oily
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/dry/dry_003e3600c061a59dc809_jpg.rf.0883c212d94c22da47d6b24dd94c3ded.jpg,kaggle_oily_dry_normal,dry,,d6c13dc38d7f2948350b10ea37b3080cdd4a2957e4476ced17d7cebe25fdfa6a,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/dry/dry_003e3600c061a59dc809_jpg.rf.1c8680aef9e162226ede0a13fe4c2fe9.jpg,kaggle_oily_dry_normal,dry,,0e34c3ab2fd8579354b8fc73b2c8278863febeed0d88aa305d3022a72edbd4e1,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/dry/dry_003e3600c061a59dc809_jpg.rf.ecd13783f4c1dd953cf5d240d880b810.jpg,kaggle_oily_dry_normal,dry,,cdb387770cca4dee8f94717673b31aed1eefcedaff028e1fda7909ef9f6b06cf,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/dry/dry_00f1189752d6631b2b22_jpg.rf.45c54ee5358dc0f7e8fd5a39f7b3231a.jpg,kaggle_oily_dry_normal,dry,,57b110f2d37fa579d6fe1e55b61b047263009034637ba60f22737ce45e375fec,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/dry/dry_00f1189752d6631b2b22_jpg.rf.76aa1679ba838c9b368632b7ccb63dc0.jpg,kaggle_oily_dry_normal,dry,,2279121f9e4ec5eb2a912f18386548b2b63e98aebab569a4fe91ae70e91b5868,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/dry/dry_00f1189752d6631b2b22_jpg.rf.971d716704bcf6dd3b46212870333b0b.jpg,kaggle_oily_dry_normal,dry,,9f6edcdb0adf1cd5b6b3194ba5a7f93107e513ae19a8d99d78f458385a96b227,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/dry/dry_032318cbaebf6428c00d_jpg.rf.123544c8881041b7a332e8822f0f7935.jpg,kaggle_oily_dry_normal,dry,,1d39289383258f0ca8fe0bf85a576e0138fbe792ed92669ab8eca9f6060fd16b,unmapped/extra folder label: dry
dataset/raw/kaggle_oily_dry_normal/Oily-Dry-Skin-Types/train/dry/dry_032318cbaebf6428c00d_jpg.rf.3a3412edd80eeb5187867ed80b90003b.jpg,kaggle_oily_dry_normal,dry,,ec5d34e0b1a95e55f8e8501412908e4ea1c74d6d4f0f00f5d8d164171942979a,unmapped/extra folder label: dry
